annual_inc,application_type,bc_open_to_buy,bc_util,home_ownership,int_rate,loan_amnt,max_bal_bc,percent_bc_gt_75,term,title,total_bc_limit,total_rec_int,total_rev_hi_lim,verification_status,grade_int,emp_length_int
15000,Individual,1884,52.9,RENT,7.02,3000,1731,50, 36 months,Credit card refinancing,4000,31.74,10700,Source Verified,7,1
125000,Individual,860,91.1,MORTGAGE,7.02,8000,8840,100, 36 months,Debt consolidation,9700,84.63,27300,Not Verified,7,2
60000,Individual,2309,78.8,RENT,11.31,12000,4786,50, 60 months,Credit card refinancing,10900,209.71,39100,Not Verified,6,1
76000,Individual,5963,33.7,MORTGAGE,11.8,7800,2663,0, 36 months,Debt consolidation,9000,141.38,15500,Not Verified,6,5
65000,Joint App,,,RENT,8.81,15000,0,, 36 months,Credit card refinancing,0,199.22,9500,Not Verified,7,2
48000,Individual,13712,29.3,RENT,11.8,2000,3172,0, 36 months,Vacation,19400,35.6,23100,Not Verified,6,5
40000,Individual,15217,44.1,OWN,11.8,14000,5794,20, 60 months,Credit card refinancing,27200,182.71,97300,Not Verified,6,4
92500,Individual,15962,37.6,MORTGAGE,10.72,20000,9638,0, 36 months,Debt consolidation,25600,220.35,25600,Source Verified,6,4
33000,Individual,8217,47.7,RENT,11.31,12000,3862,25, 60 months,Credit card refinancing,15700,205.94,28700,Source Verified,6,1
195000,Joint App,50522,11.5,RENT,6.46,40000,4407,0, 36 months,Debt consolidation,57100,389.34,70300,Not Verified,7,1
115000,Individual,36558,22.5,MORTGAGE,10.33,40000,5873,8.3, 60 months,Debt consolidation,47200,626.87,153600,Source Verified,6,5
85000,Individual,8095,57.8,MORTGAGE,8.19,10000,6557,0, 36 months,Credit card refinancing,19200,123.44,40200,Not Verified,7,2
49750,Individual,7821,59.5,RENT,8.81,7500,5317,50, 36 months,Credit card refinancing,19300,99.6,19300,Not Verified,7,
115000,Individual,79238,39.2,MORTGAGE,8.81,40000,20801,18.2, 60 months,Credit card refinancing,130300,534.48,130300,Source Verified,7,2
81000,Individual,37548,12.3,RENT,6.46,10000,1721,0, 36 months,Credit card refinancing,42800,97.34,47600,Not Verified,7,4
190000,Individual,20621,60.8,MORTGAGE,11.8,28000,11508,28.6, 60 months,Debt consolidation,52600,510.57,54800,Not Verified,6,4
95000,Individual,17098,58.4,MORTGAGE,11.8,30000,11616,50, 60 months,Debt consolidation,41100,537.2,99800,Not Verified,6,5
75000,Individual,15752,27.4,MORTGAGE,12.98,6000,3361,0, 36 months,Credit card refinancing,21700,117.5,49100,Source Verified,6,5
98000,Individual,4622,88.9,MORTGAGE,11.31,30000,19784,66.7, 36 months,Debt consolidation,41500,511.75,69800,Source Verified,6,1
55000,Individual,13417,52.3,MORTGAGE,8.19,20000,9801,50, 60 months,Debt consolidation,28100,289.35,31200,Verified,7,1
18000,Joint App,34194,30.9,MORTGAGE,6.46,17500,6636,0, 36 months,Debt consolidation,49500,188.49,141700,Verified,7,
90000,Individual,21386,27.5,RENT,7.56,5000,4975,25, 36 months,Credit card refinancing,29500,56.97,38200,Source Verified,7,2
65000,Individual,3987,27.5,MORTGAGE,11.31,1500,1062,0, 36 months,Other,5500,26.06,34500,Source Verified,6,5
66000,Individual,15804,60.9,OWN,12.98,32000,8806,18.2, 60 months,Debt consolidation,40400,688.14,55400,Verified,6,5
180000,Individual,33601,39.8,RENT,8.19,3000,7085,0, 36 months,Debt consolidation,55800,37.72,63300,Not Verified,7,1
52000,Individual,37889,21.9,OWN,10.33,13000,7439,0, 36 months,Debt consolidation,48500,202.5,49300,Source Verified,6,1
46000,Joint App,2321,25.1,MORTGAGE,12.98,5000,779,0, 36 months,Credit card refinancing,3100,99.72,10200,Verified,6,5
170000,Individual,26859,64.6,MORTGAGE,8.81,36550,21275,66.7, 36 months,Credit card refinancing,75800,548.02,102000,Not Verified,7,5
150000,Individual,43661,72.1,MORTGAGE,6.46,40000,49601,55.6, 36 months,Debt consolidation,205300,258.4,213600,Source Verified,7,5
66000,Individual,3094,73.1,MORTGAGE,12.98,17500,4814,50, 60 months,Debt consolidation,11500,344.78,26800,Not Verified,6,5
58000,Joint App,1972,74.4,MORTGAGE,8.81,5000,2883,33.3, 36 months,Debt consolidation,7700,66.4,19600,Not Verified,7,4
70000,Individual,5862,74.4,MORTGAGE,10.72,25000,13969,50, 60 months,Credit card refinancing,22900,436.39,22900,Not Verified,6,1
80000,Individual,8112,39.5,RENT,12.98,7650,1728,0, 36 months,Credit card refinancing,13400,149.81,16900,Source Verified,6,4
55000,Individual,2675,40.6,MORTGAGE,8.19,4500,1825,0, 36 months,Debt consolidation,4500,56.57,21300,Not Verified,7,1
20000,Joint App,8655,37.3,MORTGAGE,11.8,19600,5145,0, 60 months,Debt consolidation,13800,350.97,18800,Verified,6,1
75000,Individual,26433,33.8,OWN,11.8,24000,4661,25, 60 months,Credit card refinancing,39900,437.62,61300,Not Verified,6,2
83000,Individual,16745,43.6,MORTGAGE,11.31,4000,8258,25, 36 months,Major purchase,29700,66.98,38100,Source Verified,6,2
100000,Individual,6878,58.6,RENT,8.81,15000,3039,80, 36 months,Debt consolidation,16600,132.15,24000,Not Verified,7,3
72000,Individual,7034,41.9,RENT,11.8,6600,2572,25, 36 months,Debt consolidation,12100,119.64,12100,Not Verified,6,1
50000,Joint App,16488,44.1,MORTGAGE,11.8,20000,6716,20, 60 months,Debt consolidation,29500,371.17,29500,Not Verified,6,5
80000,Individual,19159,16.7,MORTGAGE,7.56,12000,3093,0, 36 months,Debt consolidation,23000,3.12,28000,Not Verified,7,
85000,Individual,63919,18.8,MORTGAGE,11.8,25000,11401,0, 60 months,Home improvement,78700,455.86,96000,Not Verified,6,3
100000,Individual,135,97.2,RENT,11.31,12000,1981,100, 36 months,Debt consolidation,4900,238.63,10300,Source Verified,6,5
97000,Individual,306,95.3,MORTGAGE,10.33,6025,4903,100, 36 months,Credit card refinancing,6500,93.86,10700,Not Verified,6,5
65000,Individual,12822,6.4,OWN,11.31,10000,874,0, 36 months,Debt consolidation,13700,170.58,17800,Not Verified,6,
43728,Individual,2642,88.5,RENT,10.72,5000,6353,83.3, 36 months,Debt consolidation,23000,82.32,41000,Not Verified,6,
107000,Individual,55440,40.9,RENT,8.19,28000,7848,0, 36 months,Debt consolidation,78000,345.65,94100,Not Verified,7,5
56490,Individual,287,92.2,MORTGAGE,12.98,8000,1936,100, 36 months,Debt consolidation,3700,159.55,6600,Source Verified,6,4
275000,Individual,38606,43.2,MORTGAGE,7.02,40000,19502,12.5, 36 months,Debt consolidation,68000,429.39,99100,Not Verified,7,2
32000,Individual,30340,12.3,MORTGAGE,11.31,7875,2445,0, 36 months,Debt consolidation,34600,136.8,35400,Not Verified,6,4
96000,Individual,17621,41.3,MORTGAGE,8.19,6500,3667,0, 36 months,Credit card refinancing,30000,80.24,37400,Not Verified,7,5
62000,Individual,3948,75.9,MORTGAGE,8.19,9500,9196,25, 36 months,Credit card refinancing,16400,117.27,28200,Source Verified,7,5
31000,Individual,7418,1.1,RENT,12.98,19000,82,0, 36 months,Debt consolidation,7500,372.08,17500,Not Verified,6,2
55000,Individual,13712,44.7,OWN,7.56,6250,6188,25, 36 months,Credit card refinancing,24800,72.52,47000,Not Verified,7,5
150000,Individual,387,97.7,RENT,8.81,40000,16413,100, 36 months,Debt consolidation,16800,509.8,49200,Source Verified,7,5
33000,Individual,11483,51.5,RENT,11.8,10000,5230,14.3, 60 months,Other,23700,182.35,35100,Not Verified,6,
285000,Individual,13236,64.7,MORTGAGE,7.56,8500,8455,36.4, 36 months,Other,37500,98.63,78700,Not Verified,7,5
47000,Individual,28387,0.4,OWN,8.19,25000,87,0, 36 months,Debt consolidation,28500,308.61,30500,Source Verified,7,3
65000,Individual,42919,15.5,RENT,8.19,30000,4491,0, 36 months,Debt consolidation,50800,370.34,50800,Not Verified,7,2
72000,Individual,2048,73.1,MORTGAGE,11.8,20000,5552,0, 60 months,Debt consolidation,7600,364.69,18700,Not Verified,6,5
42000,Individual,10962,28.4,RENT,8.19,8000,1725,20, 36 months,Credit card refinancing,15300,100.58,19100,Not Verified,7,5
92000,Individual,28769,39.4,MORTGAGE,11.8,16000,8342,20, 36 months,Debt consolidation,47500,284.78,50800,Not Verified,6,2
58000,Individual,6217,57.7,OWN,8.19,5900,5491,25, 36 months,Debt consolidation,14700,75.51,14700,Not Verified,7,4
63000,Individual,18802,28.8,RENT,8.81,10000,4239,16.7, 36 months,Debt consolidation,26400,137.7,37900,Not Verified,7,2
92000,Individual,68398,12.2,MORTGAGE,11.8,20000,5300,0, 60 months,Debt consolidation,77900,364.67,83000,Source Verified,6,4
80000,Individual,27327,44.7,OWN,11.8,10000,8018,30, 36 months,Debt consolidation,49400,177.99,59300,Not Verified,6,1
55000,Individual,27310,21.3,RENT,11.31,10000,3516,0, 36 months,Major purchase,34700,130.77,35200,Not Verified,6,5
35000,Individual,56019,3.2,RENT,10.33,6025,1854,0, 36 months,Debt consolidation,57900,93.86,75000,Not Verified,6,2
62000,Individual,17045,12.6,MORTGAGE,11.8,15000,1327,0, 60 months,Debt consolidation,19500,268.6,19500,Source Verified,6,2
90000,Individual,31812,0.3,OWN,8.81,10000,49,0, 36 months,Debt consolidation,31900,135.25,50400,Not Verified,7,5
85000,Individual,32789,26.3,OWN,11.31,38500,6391,0, 60 months,Debt consolidation,44500,672.82,45700,Not Verified,6,2
85000,Individual,22975,25.2,RENT,8.81,10000,2176,0, 36 months,Debt consolidation,30700,132.8,54700,Not Verified,7,5
345686.5,Individual,19757,62.9,MORTGAGE,11.8,11650,29602,20, 36 months,Debt consolidation,53200,211.18,64400,Source Verified,6,5
75000,Individual,300,98.9,RENT,10.72,8000,16601,66.7, 36 months,Debt consolidation,26500,95.98,26500,Not Verified,6,2
30000,Joint App,46358,18,RENT,10.72,20000,6691,0, 36 months,Debt consolidation,56500,329.28,63000,Not Verified,6,3
47500,Individual,7956,36.4,RENT,10.33,9600,4544,0, 36 months,Debt consolidation,12500,149.01,30700,Not Verified,6,2
54000,Individual,10132,22.1,RENT,7.02,3000,2653,0, 36 months,Debt consolidation,13000,32.32,22500,Not Verified,7,2
72000,Individual,12287,51.4,RENT,12.98,14000,8597,25, 36 months,Debt consolidation,25300,279.21,38100,Source Verified,6,1
150000,Individual,12187,78.5,MORTGAGE,8.19,25200,18095,50, 36 months,Credit card refinancing,38400,356.95,50200,Source Verified,7,4
51000,Individual,17432,49.3,RENT,8.81,3000,4820,27.3, 36 months,Car financing,34400,40.57,56500,Source Verified,7,5
28500,Individual,7523,46.6,OWN,11.31,10000,1983,0, 36 months,Debt consolidation,14100,173.72,18000,Not Verified,6,3
60000,Individual,3611,51.2,RENT,12.98,15000,3789,0, 60 months,Green loan,7400,300.93,9200,Source Verified,6,2
38000,Individual,1447,66.3,RENT,10.33,3500,1644,33.3, 36 months,Credit card refinancing,4300,55.52,5200,Not Verified,6,4
80000,Individual,849,69.7,MORTGAGE,8.81,6000,1734,50, 36 months,Debt consolidation,2800,84.09,2800,Not Verified,7,3
200000,Individual,16518,65.2,MORTGAGE,10.72,40000,16028,37.5, 60 months,Debt consolidation,47400,686.31,66900,Source Verified,6,5
35000,Individual,802,73.3,MORTGAGE,10.33,10000,2198,0, 36 months,Debt consolidation,3000,161.51,9900,Not Verified,6,
190000,Individual,10015,79.2,MORTGAGE,7.56,31200,16128,60, 36 months,Credit card refinancing,48200,355.48,66000,Not Verified,7,3
115000,Individual,11426,41.4,MORTGAGE,10.33,15000,2979,20, 60 months,Credit card refinancing,19500,239.38,52000,Not Verified,6,5
66800,Individual,8526,68.3,RENT,12.98,10000,7948,40, 36 months,Debt consolidation,26900,145.36,55700,Source Verified,6,4
80000,Individual,8428,66.2,RENT,11.31,18000,8350,33.3, 36 months,Credit card refinancing,24900,307.04,24900,Source Verified,6,4
45000,Individual,11481,59.7,OWN,11.8,20000,5793,71.4, 36 months,Credit card refinancing,28500,362.53,28500,Not Verified,6,2
150000,Individual,25321,49.8,RENT,8.19,6000,6014,57.1, 36 months,Other,50400,74.07,69800,Not Verified,7,5
47500,Individual,5236,56,RENT,8.19,7000,6664,50, 36 months,Debt consolidation,11900,86.41,12900,Not Verified,7,1
207000,Individual,20223,9.7,RENT,11.8,40000,1490,0, 60 months,Major purchase,22400,729.38,24300,Source Verified,6,4
100000,Individual,9009,68.7,OWN,11.8,10000,5901,55.6, 36 months,Credit card refinancing,28800,4.46,42600,Not Verified,6,5
51000,Individual,175,94.2,RENT,11.31,5000,1913,100, 36 months,Debt consolidation,3000,86.86,7400,Verified,6,1
67000,Individual,5105,65.7,RENT,10.33,19200,6385,0, 36 months,Credit card refinancing,14900,310.09,22600,Source Verified,6,5
126500,Individual,19750,16,MORTGAGE,10.33,11000,2919,0, 60 months,Home improvement,23500,69.44,29500,Not Verified,6,5
88000,Joint App,3263,63.7,MORTGAGE,8.19,15000,2297,66.7, 36 months,Credit card refinancing,9000,188.58,29000,Not Verified,7,4
35000,Individual,6547,28.1,RENT,8.81,12000,2137,0, 36 months,Debt consolidation,9100,159.37,9100,Not Verified,7,
82000,Individual,51324,3.7,OWN,7.56,2000,1976,0, 36 months,Debt consolidation,53300,21.86,63500,Not Verified,7,2
35000,Individual,12567,44.4,RENT,11.8,15000,3290,20, 36 months,Debt consolidation,22600,262.26,27300,Not Verified,6,5
300000,Individual,17616,63.8,MORTGAGE,7.56,40000,18062,25, 36 months,Home improvement,48600,464.14,55100,Not Verified,7,4
65000,Individual,15022,42.9,MORTGAGE,8.19,6000,7313,0, 36 months,Other,26300,74.07,45100,Not Verified,7,5
85000,Individual,32229,14.7,RENT,8.81,6000,5454,0, 36 months,Debt consolidation,37800,73.96,43500,Not Verified,7,1
450000,Individual,59169,57.2,MORTGAGE,8.19,35000,24300,20, 36 months,Debt consolidation,138100,432.06,488100,Source Verified,7,4
80000,Individual,139,94,MORTGAGE,8.81,10000,2161,100, 36 months,Debt consolidation,2300,132.8,29200,Not Verified,7,5
70000,Individual,10484,36.5,MORTGAGE,10.33,15500,5076,0, 60 months,Debt consolidation,16500,128.98,18200,Not Verified,6,3
110000,Individual,2935,77.4,MORTGAGE,8.81,15000,4927,40, 36 months,Credit card refinancing,13000,199.22,30900,Source Verified,7,4
78000,Joint App,28741,46.4,MORTGAGE,8.81,39350,7443,12.5, 36 months,Debt consolidation,53600,532.23,53600,Source Verified,7,1
51400,Individual,47562,11.4,MORTGAGE,6.46,7500,2741,0, 36 months,Debt consolidation,53700,74.35,64400,Source Verified,7,2
55000,Individual,1400,80,MORTGAGE,6.46,10000,3995,33.3, 36 months,Debt consolidation,7000,99.13,13100,Source Verified,7,5
89000,Individual,51546,35.6,RENT,8.19,25000,14001,0, 36 months,Debt consolidation,80000,314.3,82500,Verified,7,3
50000,Individual,11760,8.1,RENT,8.19,7200,569,0, 36 months,Credit card refinancing,12800,98.71,18300,Source Verified,7,3
100000,Individual,13909,48.7,RENT,10.72,30000,7314,0, 60 months,Credit card refinancing,27100,496.87,35000,Not Verified,6,2
93000,Individual,5524,82.4,RENT,12.98,26000,11068,75, 60 months,Credit card refinancing,31400,521.61,33400,Not Verified,6,5
30000,Individual,28382,25.5,MORTGAGE,10.72,4000,4482,0, 36 months,Debt consolidation,38100,65.86,42800,Verified,6,
98600,Individual,11808,59.7,RENT,7.02,9000,8722,20, 36 months,Credit card refinancing,29300,96.96,50100,Not Verified,7,5
45000,Individual,8212,44.9,MORTGAGE,12.98,10000,4028,20, 60 months,Home improvement,14900,64.9,18400,Not Verified,6,5
64000,Individual,29892,19,MORTGAGE,11.8,12000,2810,0, 60 months,Debt consolidation,36900,218.82,48900,Not Verified,6,1
30000,Individual,12685,35.3,RENT,10.33,8000,2630,0, 36 months,Debt consolidation,19600,129.2,24300,Not Verified,6,1
100000,Joint App,11424,49.2,MORTGAGE,7.02,20000,11076,33.3, 36 months,Debt consolidation,22500,215.47,30700,Not Verified,7,5
59000,Individual,24089,3.6,MORTGAGE,6.46,12000,647,0, 36 months,Debt consolidation,25000,118.96,36300,Not Verified,7,5
100000,Individual,23994,14.9,RENT,10.33,6000,3348,33.3, 36 months,Credit card refinancing,28200,95.18,29500,Not Verified,6,3
70000,Individual,9790,68,MORTGAGE,8.81,6000,9950,83.3, 36 months,Home improvement,30600,81.16,31400,Not Verified,7,5
40000,Joint App,79381,6.9,MORTGAGE,6.46,20000,2177,0, 36 months,Debt consolidation,85300,198.26,86300,Source Verified,7,1
30640,Individual,1613,84.2,MORTGAGE,10.72,16000,2924,80, 60 months,Debt consolidation,10200,190.58,27100,Not Verified,6,
61000,Individual,40132,21.3,RENT,11.8,15000,5451,0, 36 months,Credit card refinancing,51000,271.9,71400,Not Verified,6,4
55000,Individual,14080,52.9,RENT,11.8,7000,7106,16.7, 36 months,Credit card refinancing,29900,124.59,32100,Not Verified,6,2
25000,Individual,18633,42.5,RENT,10.33,15000,7876,0, 60 months,Debt consolidation,32400,239.38,35000,Source Verified,6,1
53113,Individual,891,36.4,MORTGAGE,8.19,6500,509,0, 36 months,Debt consolidation,1400,56.19,6700,Not Verified,7,5
183000,Individual,2691,89.1,MORTGAGE,7.02,35000,15083,100, 36 months,Debt consolidation,24600,377.07,27000,Not Verified,7,3
55000,Individual,1851,89.6,RENT,12.98,10000,5984,100, 36 months,Debt consolidation,17800,199.44,24500,Source Verified,6,1
60000,Individual,5959,45.8,MORTGAGE,12.98,15000,3136,0, 60 months,Debt consolidation,11000,300.93,11000,Not Verified,6,5
75000,Individual,4190,52.9,MORTGAGE,10.33,3500,2538,33.3, 36 months,Debt consolidation,6800,60.54,12800,Source Verified,6,2
76000,Individual,4178,39.4,MORTGAGE,10.33,7000,1875,0, 36 months,Debt consolidation,6900,111.05,10600,Source Verified,6,5
40000,Joint App,39491,47,MORTGAGE,6.46,40000,17113,40, 36 months,Debt consolidation,74500,396.52,74500,Source Verified,7,2
75000,Individual,1222,83.3,RENT,10.33,6425,2401,50, 36 months,Credit card refinancing,7300,103.77,7300,Not Verified,6,3
57000,Joint App,15270,70.9,MORTGAGE,8.81,8500,20999,50, 36 months,Other,52400,131.61,68800,Not Verified,7,
66000,Joint App,20632,50.6,MORTGAGE,11.8,23000,12730,25, 60 months,Debt consolidation,41800,17.33,41800,Not Verified,6,2
75667,Individual,14666,16.2,MORTGAGE,11.8,30800,2834,0, 36 months,Moving and relocation,17500,555.19,40300,Not Verified,6,
32256,Joint App,13801,65.6,OWN,12.98,23000,13274,33.3, 60 months,Credit card refinancing,40100,461.43,40100,Not Verified,6,
85000,Individual,128757,21.5,RENT,11.8,30000,6057,6.3, 60 months,Debt consolidation,164100,547.04,178100,Not Verified,6,3
160000,Individual,19363,83,MORTGAGE,10.33,24000,27906,50, 36 months,Debt consolidation,77450,380.73,87450,Not Verified,6,2
132000,Individual,48859,14.2,MORTGAGE,6.46,40000,8074,12.5, 36 months,Debt consolidation,62200,396.52,126700,Not Verified,7,5
55000,Individual,71313,0.7,MORTGAGE,6.46,35000,295,0, 36 months,Debt consolidation,71800,346.96,91100,Not Verified,7,3
85000,Individual,6977,41.9,MORTGAGE,11.8,32000,2319,0, 60 months,Credit card refinancing,12000,583.5,20700,Source Verified,6,4
48000,Individual,2169,32.2,RENT,10.72,3000,1031,0, 36 months,Debt consolidation,3200,49.4,9300,Not Verified,6,3
62500,Individual,3029,85.6,RENT,11.8,29000,4403,83.3, 60 months,Credit card refinancing,21100,528.8,37500,Source Verified,6,3
78600,Individual,8335,40,RENT,8.19,40000,3168,20, 60 months,Debt consolidation,13900,505.9,23900,Not Verified,7,2
125831,Individual,81754,19.9,RENT,6.46,25000,10232,7.7, 36 months,Credit card refinancing,102100,247.83,121100,Verified,7,3
58000,Individual,467,95.6,MORTGAGE,11.31,6475,6632,100, 36 months,Other,10700,112.48,21100,Source Verified,6,4
50000,Individual,1735,30.6,OWN,11.8,24000,549,0, 36 months,Debt consolidation,2500,435.03,9200,Verified,6,5
80000,Individual,6887,23.5,RENT,11.8,12000,2041,0, 60 months,Debt consolidation,9000,218.82,10900,Not Verified,6,1
48000,Individual,5585,17.9,RENT,7.56,6000,1215,0, 36 months,Debt consolidation,6800,69.62,23900,Not Verified,7,4
70000,Joint App,18727,77.7,MORTGAGE,8.81,40000,23593,42.9, 36 months,Debt consolidation,84000,541.02,85800,Verified,7,5
85000,Individual,15510,17.5,MORTGAGE,8.81,11500,3290,0, 36 months,Debt consolidation,18800,155.54,30300,Not Verified,7,5
142000,Individual,2582,95.9,MORTGAGE,12.98,40000,29496,90, 60 months,Debt consolidation,62400,802.48,71800,Source Verified,6,2
100000,Individual,19136,54.3,MORTGAGE,8.19,37000,9060,40, 60 months,Debt consolidation,41900,467.96,44500,Not Verified,7,5
90000,Individual,4935,73.8,RENT,12.98,10000,4860,40, 36 months,Credit card refinancing,18800,199.44,20100,Source Verified,6,1
51500,Individual,18840,23.1,OWN,12.98,12000,1895,12.5, 36 months,Credit card refinancing,24500,239.32,38000,Not Verified,6,5
48000,Individual,5682,28.1,RENT,8.81,5000,842,0, 36 months,Credit card refinancing,7900,67.63,26400,Verified,7,2
80000,Individual,1933,90,RENT,12.98,3000,13408,100, 36 months,Other,19300,28.12,23000,Source Verified,6,1
42000,Individual,2895,80.7,RENT,11.31,4000,7582,100, 36 months,Major purchase,15000,69.49,23900,Not Verified,6,
14400,Individual,1646,41.2,RENT,8.81,3500,537,0, 36 months,Credit card refinancing,2800,47.34,12000,Source Verified,7,
25000,Individual,26791,23.5,MORTGAGE,10.33,10000,2863,0, 60 months,Debt consolidation,35000,159.58,42400,Source Verified,6,1
56000,Individual,69967,18.7,OWN,8.19,12000,5789,0, 36 months,Home improvement,86100,150.87,110200,Source Verified,7,5
59000,Joint App,5880,33.2,MORTGAGE,11.8,10000,1251,25, 60 months,Debt consolidation,8800,182.35,38600,Source Verified,6,4
418000,Individual,17072,44.4,MORTGAGE,12.98,40000,13628,33.3, 60 months,Debt consolidation,30700,946.71,294200,Verified,6,5
150000,Individual,15398,77,MORTGAGE,10.33,20000,21838,57.1, 60 months,Credit card refinancing,66900,319.17,70200,Source Verified,6,2
112000,Individual,32315,37.3,MORTGAGE,10.33,19000,4775,12.5, 36 months,Debt consolidation,51700,301.41,60200,Source Verified,6,4
101000,Individual,60412,10.6,MORTGAGE,8.19,8875,2955,0, 36 months,Credit card refinancing,67600,111.57,67900,Not Verified,7,4
42000,Individual,2035,72.5,RENT,7.56,16000,3788,33.3, 36 months,Credit card refinancing,7400,185.66,13800,Source Verified,7,1
84000,Joint App,9797,57.4,MORTGAGE,7.02,17000,13203,0, 36 months,Debt consolidation,23000,183.15,23000,Not Verified,7,2
82000,Individual,82871,10.3,OWN,6.46,6000,3298,0, 36 months,Debt consolidation,92400,59.47,117200,Not Verified,7,5
34000,Joint App,2754,80.6,MORTGAGE,10.33,27500,2690,57.1, 60 months,Credit card refinancing,14200,470.43,37600,Verified,6,4
100000,Joint App,8381,63.4,MORTGAGE,12.98,3000,13977,50, 36 months,Credit card refinancing,22900,59.83,33400,Not Verified,6,2
40000,Individual,48754,9.7,MORTGAGE,7.02,7000,3640,0, 36 months,Credit card refinancing,54000,75.41,75700,Source Verified,7,5
20000,Joint App,27355,44.2,MORTGAGE,6.46,40000,11197,0, 36 months,Credit card refinancing,49000,288.85,78000,Verified,7,5
98000,Individual,10666,43.9,RENT,12.98,25000,4867,0, 60 months,Debt consolidation,19000,501.55,43400,Source Verified,6,5
55000,Individual,,,MORTGAGE,11.8,15000,0,, 36 months,Debt consolidation,0,281.73,5000,Source Verified,6,5
50000,Individual,4637,57.5,RENT,7.02,10000,3895,0, 36 months,Other,10900,107.74,10900,Not Verified,7,1
65000,Individual,22536,49.1,OWN,12.98,25000,9186,0, 60 months,Credit card refinancing,44300,501.55,59200,Source Verified,6,1
65000,Individual,3299,5.7,RENT,8.19,5000,201,0, 36 months,Debt consolidation,3500,62.86,15200,Not Verified,7,3
70000,Joint App,15234,10.4,MORTGAGE,10.33,12000,1766,0, 60 months,Debt consolidation,17000,191.51,36000,Not Verified,6,2
130000,Individual,3042,88.5,RENT,8.81,35000,14000,66.7, 36 months,Credit card refinancing,26400,473.39,38300,Not Verified,7,4
35000,Individual,12005,47.8,RENT,7.02,9000,8230,0, 36 months,Credit card refinancing,23000,96.96,25000,Not Verified,7,2
58500,Individual,8298,60.1,MORTGAGE,10.72,11500,5419,33.3, 36 months,Credit card refinancing,20800,21.32,24800,Source Verified,6,2
28000,Individual,2640,69.7,RENT,11.31,8400,3520,75, 36 months,Debt consolidation,8700,145.92,13200,Source Verified,6,2
40000,Individual,13169,22.5,RENT,12.98,15000,1996,0, 60 months,Credit card refinancing,17000,311.74,24500,Source Verified,6,4
123000,Individual,37381,62.3,MORTGAGE,11.31,25000,18517,85.7, 36 months,Debt consolidation,99100,434.3,99800,Not Verified,6,
52000,Individual,43259,17,RENT,10.33,13000,4515,16.7, 60 months,Debt consolidation,52100,207.46,62600,Not Verified,6,2
55000,Individual,9972,13.3,MORTGAGE,7.56,2000,997,0, 36 months,Credit card refinancing,11500,23.21,26600,Verified,7,5
190000,Individual,54664,49.1,MORTGAGE,6.46,40000,9704,33.3, 36 months,Credit card refinancing,107300,396.52,142300,Not Verified,7,4
43000,Individual,39412,33.2,OWN,8.19,20000,14649,0, 36 months,Credit card refinancing,59000,251.44,59500,Not Verified,7,1
40000,Individual,1832,81.3,RENT,12.98,12000,3000,80, 60 months,Debt consolidation,9800,240.74,18900,Not Verified,6,2
152000,Individual,5087,79.7,MORTGAGE,10.33,40000,8421,75, 60 months,Debt consolidation,25100,638.35,43300,Not Verified,6,5
41600,Individual,4819,46.5,RENT,8.81,5000,2198,0, 36 months,Credit card refinancing,9000,67.63,13500,Not Verified,7,1
75000,Individual,963,75,MORTGAGE,12.98,6000,1058,50, 36 months,Debt consolidation,3850,121.83,5350,Not Verified,6,5
330000,Individual,10618,74,MORTGAGE,12.98,35000,11109,55.6, 36 months,Debt consolidation,40800,698.03,51300,Not Verified,6,1
40000,Individual,7089,30.5,RENT,7.02,12000,2110,0, 36 months,Debt consolidation,10200,129.28,24000,Not Verified,7,2
100000,Joint App,54226,30.7,MORTGAGE,11.8,12000,6810,9.1, 60 months,Debt consolidation,78300,218.82,101400,Not Verified,6,4
39000,Individual,1726,91.9,RENT,12.98,22000,9118,100, 60 months,Credit card refinancing,21200,441.37,28100,Not Verified,6,4
85000,Individual,151652,9.8,MORTGAGE,10.33,12000,4883,0, 60 months,Debt consolidation,168000,191.51,178300,Not Verified,6,
130000,Joint App,8982,1.3,MORTGAGE,6.46,20000,118,0, 36 months,Debt consolidation,9100,198.26,30000,Not Verified,7,2
112000,Individual,24151,21.1,RENT,7.02,31500,4120,0, 36 months,Medical expenses,30600,339.37,30600,Source Verified,7,1
55000,Individual,5742,58.4,MORTGAGE,8.81,20000,5725,25, 36 months,Credit card refinancing,13800,319.45,15200,Source Verified,7,1
174000,Individual,51170,14,MORTGAGE,10.33,20000,5362,0, 60 months,Car financing,59500,319.17,73300,Not Verified,6,1
30000,Individual,13242,21.2,MORTGAGE,10.33,5000,2072,0, 36 months,Credit card refinancing,16800,79.32,21800,Source Verified,6,1
90000,Individual,2581,86.6,MORTGAGE,6.46,24500,14177,66.7, 36 months,Credit card refinancing,19200,180.25,31200,Source Verified,7,5
150000,Individual,10654,48.5,MORTGAGE,11.8,15000,9068,25, 60 months,Credit card refinancing,20700,273.51,31400,Source Verified,6,1
260000,Individual,24063,69.1,MORTGAGE,8.19,35000,28787,14.3, 36 months,Debt consolidation,77900,440.02,79100,Source Verified,7,5
123000,Individual,1361,93.5,MORTGAGE,6.46,20000,19639,100, 36 months,Credit card refinancing,21000,198.26,35900,Not Verified,7,4
